ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
1491,The sauce is delicious and the crust is perfect.,sauce;crust,positive;positive,delicious;perfect,+1;+1
1001,"This is a great place to take out-of-towners, and perfect for watching the sunset.",NIL,NIL,great;perfect,+1;+1
906,Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner;brunch,neutral;neutral,NIL,NIL
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore;food,negative;neutral,lot;better;worse,-1;+1;-1
1601,They have some great entrees here as well.,entrees,positive,great,+1
2877,"Our teenage kids love it, too.",NIL,NIL,love,+1
2195,The service is not consistently excellent -- just decent.,service,neutral,excellent;decent,+1;+1
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food;served;portions;dish,positive;neutral;positive;positive,good;better,+1;+1
1796,You guys are awesome!,NIL,NIL,awesome,+1
2252,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,NIL,NIL
3679,I loved this place!!,NIL,NIL,loved,+1
3668,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken;presentation,positive;positive,delicious;beautiful,+1;+1
928,I care more about the food and ambience.,food;ambience,neutral;neutral,NIL,NIL
1794,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,overpriced,-1
3652,Avoid at all costs.,NIL,NIL,NIL,NIL
2853,I would highly recommend this place to everyone for any occasion!,NIL,NIL,recommend,+1
1163,The service is fantastic.,service,positive,fantastic,+1
216,I recommend that you try this hidden spot which will surely blowup very soon,NIL,NIL,recommend,+1
1109,The garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive,best,+1
899,Food and service was okay.,Food;service,neutral;neutral,okay,+1
1349,"great for a romantic evening, or a fun evening with friends...",NIL,NIL,great,+1
934,The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,under-cooked;chewy,-1;-1
2199,The best pad thai i've ever had.,pad thai,positive,best,+1
188,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality;service,negative;negative,decreased;crowded,-1;-1
1748,Great pizza and fantastic service.,pizza;service,positive;positive,great;fantastic,+1;+1
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter;red wine;hot tea;outside,negative;neutral;neutral;neutral,NIL,NIL
390,i would just ask for no oil next time.,oil,negative,NIL,NIL
885,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place;food,positive;negative,pretty;cute;insultingly horrible,+1;+1;-1
1428,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral,good,+1
826,I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,NIL,NIL,NIL,NIL
1053,None of that yucky whipped stuff.,NIL,NIL,NIL,NIL
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",wine list;desserts,negative;negative,great;good,+1;+1
1417,I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,NIL,NIL
3159,Their coffee is quite good too!,coffee,positive,good,+1
190,I would not recommend this place to anyone.,NIL,NIL,recommend,+1
363,"great wine list (italian), good food, service was INITIALLY fine.",wine list;food;service,positive;positive;conflict,great;good;fine,+1;+1;+1
2856,"Despite the fact that the space is large, they've overcrowded the floor with tables.",space;tables,positive;negative,large;overcrowded,+1;-1
1811,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",NIL,NIL,enjoy;pleasant,+1;+1
1030,"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",service;waitresses,conflict;conflict,friendly,+1
2838,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",place,negative,helpful;regret,+1;-1
3149,I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,NIL,NIL
2780,"Normally that would be improper, however they were all delicious and my host did not complain.",host,neutral,improper;delicious,-1;+1
1782,Taxan delicious!,Taxan,positive,delicious,+1
403,"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",NIL,NIL,average,-1
3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches;price;portion,negative;positive;positive,reasonably-sized,+1
3419,"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,NIL,NIL
468,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive,small,+1
2876,Have been dozens of times and never failed to enjoy the experience.,NIL,NIL,enjoy,+1
2655,They couldn't even make a salad that was appealing.,salad,negative,appealing,+1
3570,For two people with tip was less than $25 bucks.,tip,neutral,NIL,NIL
2129,Killer Sushi!,Sushi,positive,killer,+1
206,Of course the reason its so packed is because the food is so delicious!,food,positive,packed;delicious,-1;+1
3038,"Staffs are not that friendly, but the taste covers all.",Staffs;taste,negative;positive,friendly,+1
3365,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,positive,NIL,NIL
3708,And I've been to many NYC delis.,NIL,NIL,NIL,NIL
2068,This place is always packed.,NIL,NIL,packed,-1
1102,Much of the time it seems like they do not care about you.,NIL,NIL,NIL,NIL
2742,Plus they made a perfect martini.,martini,positive,perfect,+1
278,I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food,neutral,NIL,NIL
3183,"I've eaten thai many times, and am very familiar with the cuisine.",cuisine,neutral,NIL,NIL
817,The waiter was attentive.,waiter,positive,attentive,+1
353,Their Margarita is best I've had since I've returned from Naples!,Margarita,positive,best,+1
1932,I highly recommend the restaurant based on our experience last night.,NIL,NIL,recommend,+1
213,The tastes makes your mouth water for more.,tastes,positive,NIL,NIL
2214,I came into the city to try out this restaurant because a friend had recommended it to my husband.,NIL,NIL,recommended,+1
2261,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",sake list;Purple Haze,positive;conflict,extensive,+1
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables;menu;wine list,negative;neutral;negative,crammed;close;typical;overpriced,-1;-1;+1;-1
3458,"All in all a wonderful experience, can't wait to come back.",NIL,NIL,wonderful,+1
2979,The food was actually aweful.,food,negative,awful,-1
3344,"after dining at B.O.G over twenty times now, its official !",NIL,NIL,NIL,NIL
2399,They are served with a free appetizer and the portions are perfect for lunch.,appetizer;portions;served;lunch,positive;positive;neutral;neutral,free;perfect,+1;+1
3520,There is actually space to breathe and the decor sets the tone for an intimate dinner.,space;decor;dinner,positive;positive;neutral,intimate,+1
2263,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive,great,+1
1902,"My husband and I both ordered the Steak, medium.",Steak,neutral,medium,+1
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice;sushi;seasoning,negative;negative;negative,bland;disgusting,-1;-1
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,sushi;menu;Japanese classic cuisine,positive;positive;positive,fresh;nice;large,+1;+1;+1
1195,The sushi is average and the prices are anything but.,sushi;prices,neutral;neutral,average,+1
3247,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",spinach;Shanghai low mein,positive;positive,enjoyed,+1
1693,Owner must have coem on this website to give himself credit.,Owner,neutral,NIL,NIL
1496,Turned out there was full service upstairs and sat down.,service,positive,full,+1
918,I would go back.,NIL,NIL,NIL,NIL
1653,Definitely will be back!,NIL,NIL,NIL,NIL
2387,Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,NIL,NIL
3326,I'm not sure why these other reviewers are whining so much.,NIL,NIL,NIL,NIL
3388,they live up to the thai way of living.,NIL,NIL,NIL,NIL
2382,If you have a dumpling fetish i suggest you try some here!,dumpling,positive,NIL,NIL
517,"Three page wine menu, one page entree and horedevous.",wine menu;entree;horedevous,positive;positive;positive,NIL,NIL
1399,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food;owner,positive;positive,wonderful;accomodating;friendly,+1;+1;+1
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters;owners,negative;negative,nonchalant,-1
2423,"I live nearby and when they first opened, I ate there a lot.",NIL,NIL,NIL,NIL
3117,And the food was fantastic.,food,positive,fantastic,+1
992,This is the kind of place you'd like to take all your friends to and still keep a secret.,NIL,NIL,like,+1
1024,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",drink;hong-kong styled milk;tea with tapioca pearls (hot),neutral;positive;positive,NIL,NIL
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef;assortment of fish;Fatty Yellow Tail;Boton Shrimp;Sea Eel;Sea Urchin;Blue Fin Torro (Fatty Tuna),neutral;neutral;neutral;neutral;neutral;neutral;neutral,recommend,+1
1483,"They're also friendlier here, especially the owner, Kenny.",owner,positive,friendlier,+1
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room;plate,negative;positive,comfortable,+1
3487,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,waterbugs,negative,NIL,NIL
1701,Winnie and her staff are the best crew you can find serving you.,crew;staff;serving,positive;positive;positive,best,+1
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambiance;food;dishes;eggplant parmesan;veal in carozza chicken saltimbocca,positive;negative;positive;positive;positive,minimal;phenomenal;good,-1;+1;+1
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",host;appetizers;waiter,neutral;neutral;neutral,NIL,NIL
1086,You can even get packages of the chutneys to stock your fridge!,chutneys,positive,NIL,NIL
2539,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,bar;mixed drink special,positive;positive,various;catcher,+1;+1
180,Slightly on the pricey side but worth it!,NIL,NIL,pricey;worth,-1;+1
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",food;service;ambience,positive;positive;positive,NIL,NIL
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef;staff,negative;negative,better,+1
722,"I like the ambience, it's very dark and original.",ambience,positive,like;dark;original,+1;+1;+1
57,Not the typical NYC gimmick theme restaurant.,NIL,NIL,typical,+1
832,We were exploring Grand Central and didn't want to eat in the food court.,NIL,NIL,NIL,NIL
3685,"Overall, not worth the money.",money,negative,worth,+1
346,This place is not worth the prices.,prices,negative,worth,+1
2672,We left after one drink.,drink,neutral,NIL,NIL
295,Everything that happened was not even up to mediocre.,NIL,NIL,NIL,NIL
3296,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,NIL,NIL,crowded;noisy,-1;-1
1231,Pick a bagel has the best bagels in the city.,bagels,positive,best,+1
1676,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere,conflict,nice,+1
2547,It's called Gnochi alla nona and is found under Chef Specials.,NIL,NIL,NIL,NIL
72,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,NIL,NIL,nicest,+1
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area;seat;bar;wait,negative;negative;neutral;negative,small,-1
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food;flavor;dish;spice,negative;negative;negative;negative,barely,-1
1699,The fried dumplings are GREAT!,fried dumplings,positive,great,+1
147,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,best,+1
2051,Ive been here so many times the waiters know my name.,waiters,neutral,NIL,NIL
862,The decor is very simple but comfortable.,decor,conflict,simple;comfortable,-1;+1
1920,I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,NIL,NIL,disappointed,-1
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza;lunch;Pelligrino;pizza;goat cheese;blue cheese,neutral;neutral;positive;positive;positive;positive,excellent,+1
54,Heartland Brewery is a great way to start or finish your day.,NIL,NIL,great,+1
3088,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra;bombay cosmopolitan,positive;positive,excellent,+1
3364,This is the perfect date spot for Williamsburg couples.,date spot,positive,perfect,+1
2083,The dim sum here is only so-so.,dim sum,neutral,so-so,-1
1245,"It was raining, and we figured why not?",NIL,NIL,NIL,NIL
1411,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,tasty;fresh;refilled,+1;+1;+1
1566,"Just straight up cheap, good food.",food,positive,cheap;good,+1;+1
3617,Another welcome addition to the neighborhood.,NIL,NIL,NIL,NIL
126,Seating is ok even though sometimes there's alot of people.,Seating,neutral,ok,+1
1146,"This time, I prefer not to go into detail.",NIL,NIL,NIL,NIL
1985,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost;botle of wine,negative;conflict,inexpensive;better,+1;+1
2320,"Service was slow, but the people were friendly.",Service;people,negative;positive,slow;friendly,-1;+1
2103,Steamed fresh so brought hot hot hot to your table.,NIL,NIL,hot,+1
2991,The steak was very fatty and the sauce was overpowering and not very tasty.,steak;sauce,negative;negative,fatty;overpowering;tasty,-1;-1;+1
2268,My only problem is that you are literally sitting on top of the people next to you!,NIL,NIL,NIL,NIL
3609,And affordable.,NIL,NIL,affordable,+1
2146,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",staff;food;atmosphere,positive;positive;positive,great;wonderful,+1;+1
2438,i actually feel like i should keep it a secret.,NIL,NIL,NIL,NIL
2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food;steak dish,conflict;negative,alright;good;dry,+1;+1;-1
1148,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.",NIL,NIL,recommend,+1
2714,They have a very diverse menu so its something for everybody.,menu,positive,diverse,+1
3215,Haru on Park S is simply disgusting.,NIL,NIL,disgusting,-1
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff;sushi;check;dinner;bar,negative;neutral;neutral;neutral;neutral,busy,-1
2428,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,best,+1
1169,I drop more dollar bills here than your uncle after a weekend at Scores.,NIL,NIL,NIL,NIL
2165,The bagel was huge.,bagel,neutral,huge,+1
3078,Go there to relax and feel like your somewhere else.,NIL,NIL,NIL,NIL
1207,Get the tuna of gari.,tuna,positive,NIL,NIL
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas;chai;chole;dhosas;dhal,positive;positive;positive;negative;negative,like;disappointing,+1;-1
827,It was a very nice surprise.,NIL,NIL,nice,+1
1416,Edible but really a ripoff at those prices given whats in the area.,prices,negative,edible,+1
196,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff;bathroom,conflict;negative,nice;stressed;cleaned,+1;-1;+1
1997,I am French and I really felt like home!!!,NIL,NIL,NIL,NIL
192,I have been to Casimir over 5 times and I have always had a great time there.,NIL,NIL,great,+1
2748,The service was the only thing good about this restaurant.,service,positive,good,+1
2407,"It's usually packed for good reason, esp.",NIL,NIL,good,+1
1818,Service- friendly and attentive.,Service,positive,friendly;attentive,+1;+1
2145,I love going there!,NIL,NIL,love,+1
2635,I cannot recommend OG more highly if I tried - check it out for yourself.,NIL,NIL,recommend,+1
2614,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",NIL,NIL,NIL,NIL
3072,Service was very prompt but slightly rushed.,Service,conflict,prompt;rushed,+1;-1
1718,"Great food, great decor, great service.",food;decor;service,positive;positive;positive,great;great;great,+1;+1;+1
2207,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",tables;space,neutral;neutral,larger,+1
3095,"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer;malai kofta,neutral;neutral,standard,+1
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining;price,positive;positive,excellent,+1
441,"Yeah, sometimes the service can be slow.",service,negative,slow,-1
2948,There was no ambiance.,ambiance,negative,NIL,NIL
474,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food;service,positive;positive,amazing;best,+1;+1
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service;dish;spring rolls;cod with pineapple tempura,positive;positive;positive;positive,attentive;overbearing;wonderful,+1;-1;+1
1165,But trust me it is so worth it.,NIL,NIL,worth,+1
1669,It is not a place for tourists or someone who has never dined in Bay Ridge.,NIL,NIL,NIL,NIL
1816,THe perfect spot.,NIL,NIL,perfect,+1
2471,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",bottle;waitress;price,neutral;negative;negative,weird,-1
1192,"They sell special sushi, everything have a topping, sauce and etc.",sushi;sauce;topping,positive;positive;positive,special,+1
1373,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,NIL,NIL
936,They never came back to refill our glasses again.,NIL,NIL,NIL,NIL
2686,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service;place,positive;negative,small;intimate;crowded;excellent;great;romantic,-1;+1;-1;+1;+1;+1
1952,The service was excellent and the food was delicious.,service;food,positive;positive,excellent;delicious,+1;+1
917,Service was also very good.,Service,positive,good,+1
1325,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive,relaxing;good,+1;+1
3016,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions;qualities,negative;negative,disappointed;good,-1;+1
1297,"They're rude at times, and not very friendly.",NIL,NIL,rude;friendly,-1;+1
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive,happy;comforting,+1;+1
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere;music;dress cod,positive;positive;negative,good;hottest;strict,+1;+1;-1
411,"They kindly brought us more to see if it was better, but it was not!",NIL,NIL,NIL,NIL
2796,love the food.,food,positive,love,+1
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles;dinner;surrounding;pictures,positive;positive;positive;positive,recommend;romantic;warming,+1;+1;+1
822,All the desserts the group tried got favorable reviews.,desserts,positive,favorable,+1
2256,There's something smooth about sipping sake upper east side style.,sake,positive,smooth,+1
2321,It's a nice place to relax and have conversation.,place,positive,nice,+1
3289,This place has got to be the best japanese restaurant in the new york area.,NIL,NIL,best,+1
2611,Best Reuben sandwich ever!,Reuben sandwich,positive,best,+1
1716,Lucky Strike is a great casual place to just grab a bite to eat.,place,positive,great,+1
1003,Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,wonderful,+1
1614,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral,great,+1
2109,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi;wait service;atmosphere;area,negative;negative;conflict;negative,average;below average;subpar;nice;irritating;horrid;loud,+1;-1;-1;+1;-1;-1;-1
867,I loved it and would go again.,NIL,NIL,loved,+1
508,Frites were delicious if a bit on the thick side.,Frites,positive,delicious,+1
1177,SO SO SO SO SO good!,NIL,NIL,good,+1
1187,"Alone for 100 bucks, it is really overprice.",NIL,NIL,overprice,-1
650,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",NIL,NIL,best,+1
313,Very good value,NIL,NIL,good,+1
785,Here you get the zen feel without feeling rigid.,zen feel,positive,NIL,NIL
665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink;bar;wait time,neutral;neutral;negative,recommend,+1
140,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive,love,+1
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table;rice congee soup,neutral;neutral,NIL,NIL
3162,"Overall, the best bagel in town.",bagel,positive,best,+1
1289,Everything a NY pizza joint should be.,NIL,NIL,NIL,NIL
3242,"It was huge, delicious, fresh, and will be the reason we return.",NIL,NIL,huge;delicious;fresh,+1;+1;+1
3526,We go often.,NIL,NIL,NIL,NIL
969,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,positive,light;refreshing,+1;+1
407,The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,fresh;adequately,+1;+1
1507,moral stay away.,NIL,NIL,NIL,NIL
922,but the service was a bit slow.,service,negative,slow,-1
1060,Spreads and toppings are great - though a bit pricey.,Spreads;toppings,positive;positive,great;pricey,+1;-1
352,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",pizza,positive,good,+1
888,No one asked what was wrong as we left with nothing touched on our plates.,plates,neutral,NIL,NIL
2121,Indoor was very cozy and cute.,Indoor,positive,cozy;cute,-1;+1
559,We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch;mimosas,positive;positive,unlimited,+1
1302,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices;prices;food;service,negative;negative;negative;negative,high;terrible,-1;-1
3262,They're terrific!!,NIL,NIL,terrific,+1
588,"The service was excellent, the food was excellent, but the entire experience was very cool.",service;food,positive;positive,excellent;cool,+1;+1
2289,The service is good and the resturant is clean.,service,positive,good;clean,+1;+1
527,"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks;dinner;spot,positive;positive;positive,great;quiet,+1;+1
2478,Just stick with the small dishes!,dishes,negative,NIL,NIL
945,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe;outdoor chairs;tables;service,positive;positive;positive;negative,nice;comfortable;better,+1;+1;+1
1642,I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive,slow,-1
1766,Food is excellent.,Food,positive,excellent,+1
2275,"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",NIL,NIL,NIL,NIL
1233,They outshine HH.,NIL,NIL,NIL,NIL
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads;lettuce;walnuts,positive;neutral;neutral,great,+1
2323,Excellent lunch buffet for only $6.95.,lunch buffet,positive,excellent,+1
413,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,NIL,NIL,enjoyed;recommended,+1;+1
2281,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,negative,NIL,NIL
983,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced;dinner;lunch,positive;positive;positive,reasonably;delicious;filling,+1;+1;+1
2928,Problem is nothing at Prune is particularly memorable.,NIL,NIL,memorable,+1
2571,"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,positive,cute;quaint;good,+1;+1;+1
2122,"The portion sizes here are huge, and the sushi is good.",portion sizes;sushi,positive;positive,huge;good,+1;+1
659,Just wish they'd expand.,NIL,NIL,NIL,NIL
2350,My boyfriend ate tuna and it was cooked perfectly!,tuna,positive,perfectly,+1
1119,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu;pad thai;tom yum soup,neutral;neutral;neutral,expected;special,+1;+1
1158,"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive,good;expensive;great,+1;-1;+1
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar;service,positive;positive,recommend;delicious;top grade;fantastic,+1;+1;+1;+1
2285,You can't say its cheap because food is cheaper in Chinatown.,food,conflict,cheap;cheaper,+1;+1
3254,I have eaten there 3-4 times and the food was always good.,food,positive,good,+1
1351,keep up the good work.,NIL,NIL,good,+1
2216,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative,popular,+1
1467,"great eats, good times.",eats,positive,great;good,+1;+1
555,Make sure you try this place as often as you can.,NIL,NIL,NIL,NIL
970,"Grilled whole fish wonderful, great spicing.",fish,positive,wonderful;great,+1;+1
3506,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Tuscan cuisine;Neapolitan fare,conflict;positive,best,+1
1123,"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees;summer rolls;owner,negative;positive;positive,NIL,NIL
2314,The service was great as well.,service,positive,great,+1
397,Try the lobster teriyaki and the rose special roll.,lobster teriyaki;rose special roll,positive;positive,NIL,NIL
1395,Another plus is most of the entrees are approx.,entrees,positive,plus,+1
2246,I will go back to Suan soon!,NIL,NIL,NIL,NIL
60,Loved it!,NIL,NIL,loved,+1
2987,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food;atmosphere,positive;positive,delicious;relaxed,+1;+1
463,We were pleasantly surprised.,NIL,NIL,pleasantly suprised,+1
3457,From the moment we walked in they were more than accomodating even though the place was packed.,place,negative,packed,-1
3473,"It is LOUD, HOT and DARK.",NIL,NIL,loud;hot;dark,-1;-1;-1
938,"I found the food, service and value exceptional everytime I have been there.",food;service;value,positive;positive;positive,exceptional,+1
3177,We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative,unhappy,-1
2931,"The food is definitely good, but I left a bit disappointed.",food,positive,good;disppointed,+1;-1
3017,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine;glass of beer;dinner,neutral;neutral;neutral,NIL,NIL
1366,"The drinks are a saving grace, but service staff, please, get over yourselves.",drinks;service staff,positive;negative,saving grace,+1
1613,It was wonderful.,NIL,NIL,wonderful,+1
2309,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,downside,-1
1905,Will give it another chance before I write it off.,NIL,NIL,NIL,NIL
2785,The all-Italian staff is warm and engaging from the start.,staff,positive,warm;engaging,+1;+1
1946,Village is one of those places that scores on all fronts.,NIL,NIL,NIL,NIL
1638,The prices are exceptionally reasonable for food of this caliber.,prices;food,positive;positive,reasonable,+1
2472,If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,positive,NIL,NIL
544,It is the best hidden spot there and I rave about it to everyone.,NIL,NIL,best,+1
260,The filet mignon dish was superb!,filet mignon dish,positive,superb,+1
3482,I had been a regular due to the consistently good food and ease of getting a table.,food;getting a table,positive;positive,good;ease,+1;+1
695,Can't wait wait for my next visit.,NIL,NIL,NIL,NIL
2807,This place is the most Japanese it can ever get.,place,positive,NIL,NIL
3120,"The food is good, I can't lie.",food,positive,good,+1
3590,"great food, lt's of it, more then one person can eat!",food,positive,great,+1
1534,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich;soups;knishes,positive;positive;positive,otherworldly,+1
1778,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,special,+1
3071,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere;tables,positive;positive,cozy;romantic,+1;+1
47,This place is worth going even if only for their beer.,beer,positive,worth,+1
2995,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops;mahi mahi (on saffron risotto,positive;positive,NIL,NIL
