,ID,Sentence,Aspects,Aspect_Polarities,Opinions,Opinion_Polarities
2408,627,Should be there by the end of the week (again...).,NIL,NIL,NIL,NIL
2409,2680,"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,positive,decent,+1
2410,1401,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,negative,not recommend;awful,-1;-1
2411,693,"I just got this laptop for college, and so far I am very happy with it.",NIL,NIL,happy,+1
2412,3008,"tosiba has a good reputation, my llast computer was an acer.",NIL,NIL,good,+1
2413,1803,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,negative,NIL,NIL
2414,1140,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,negative,indirectly,-1
2415,2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display;performance;quality,positive;positive;positive,surprised,+1
2416,1778,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,much ahead,+1
2417,1769,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,positive,strong;easily,+1;+1
2418,2447,"Its fast, has High definition quality in the videos.",High definition quality,positive,fast;high,+1;+1
2419,477,They transfer you around to other people who do not understand what you are saying and you can't understand what they are saying.,NIL,NIL,NIL,NIL
2420,2390,"Speakers don't get that loud, but good enough.",Speakers,conflict,good enough,+1
2421,1134,I have had it 9 months and it is already a $250 loss.,NIL,NIL,NIL,NIL
2422,1676,Another Great thing is the Beast graphics.,Beast graphics,positive,great,+1
2423,1866,  I was WRONG!,NIL,NIL,NIL,NIL
2424,27,The ease of set up was terrific.,set up,positive,ease;terrific,+1;+1
2425,2619,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger;battery,neutral;positive,awesome,+1
2426,31,"Screen is crystal clear, yes it's small - but it's a netbook!",Screen,conflict,crystal clear,+1
2427,317,So this review might be a tad bit bias.,NIL,NIL,NIL,NIL
2428,480,"This was around three years, maybe four years ago.",NIL,NIL,NIL,NIL
2429,2935,The battery life is probably an hour at best.,battery life,negative,NIL,NIL
2430,1369,This is a review of windows vista system.,windows vista system,neutral,NIL,NIL
2431,1533,She said its very user friendly.,NIL,NIL,user friendly,+1
2432,2950,"Kind of annoying, but I still love the laptop.",NIL,NIL,annoying;love,-1;+1
2433,3057,"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,neutral,NIL,NIL
2434,1536,"I am very happy I bought this Mac, well worth the extra money.",NIL,NIL,happy;well worth,+1;+1
2435,1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,negative,sadly;froze-up,-1;-1
2436,830,There's literally no way to make it sing with Vista.,Vista,negative,NIL,NIL
2437,2164,"After looking at all the pros and cons, I decided on the Macbook Pro.",NIL,NIL,NIL,NIL
2438,2913,Screen size is perfect for portable use in any environment.,Screen size,positive,perfect,+1
2439,32,"First, it does not have a push button to open the lid.",push button;lid,negative;neutral,NIL,NIL
2440,328,Hope this helped!,NIL,NIL,NIL,NIL
2441,1626,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4;1 GB ram,neutral;neutral,stopped working,-1
2442,2067,I now realize that my $900 would have been better spent on a Windows laptop.,Windows,positive,would have been better,-1
2443,1999,"Please, anyone who is considering getting this computer, stop.",NIL,NIL,NIL,NIL
2444,2912,This laptop serves all my needs.,NIL,NIL,NIL,NIL
2445,1184,) And printing from either word processor is an adventure.,word processor,negative,adventure,+1
2446,1571,Very satisfied.,NIL,NIL,satisfied,+1
2447,1238,Do not  buy it!,NIL,NIL,NIL,NIL
2448,615,-Estimated time to fix it: 10 working days or less.,NIL,NIL,NIL,NIL
2449,2065,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,negative,NIL,NIL
2450,482,I had my computer custom built from Sonystyle.com.,NIL,NIL,NIL,NIL
2451,1187,Another included program that is laughable is the chess game.,included program,negative,laughable,-1
2452,711,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,negative,a little much,-1
2453,2846,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps;internet use,positive;positive,great,+1
2454,1970,I will not buy another one.,NIL,NIL,NIL,NIL
2455,1422,Time will tell.,NIL,NIL,NIL,NIL
2456,2873,"The price was very good, and the product is top quality.",price;quality,positive;positive,good;top,+1;+1
2457,679,This computer is really fast and I'm shocked as to how easy it is to get used to...,NIL,NIL,fast;shocked;easy,+1;+1;+1
2458,653,It played various games without problems and ran aero smoothly and flawlessly.,games;aero,neutral;neutral,without problems;smoothly;flawlessly,+1;+1;+1
2459,1130,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive;battery,neutral;negative,stopped working;frustrating,-1;-1
2460,1902,The screen almost looked like a barcode when it froze.,screen,negative,froze,-1
2461,1831,I have found a lot of online sources to help me but think that I would have learned a lot quicker if I would have taken the class.,NIL,NIL,NIL,NIL
2462,1985,"From the get-go, the M6809 was unsteady in its operation;",operation,negative,unsteady,-1
2463,894,She tells me about it all the time but I tend to shut off all cognitive functions when she gets that yapper going.,NIL,NIL,NIL,NIL
2464,292,I could not even put my entire music collection on this garabage.,NIL,NIL,NIL,NIL
2465,2295,One of the wonderful things about Macs is that they are virus free.,NIL,NIL,wonderful,+1
2466,1730,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive,small enough;big enough,+1;+1
2467,1540,"It even has a great webcam, and Skype works very well.",webcam;Skype,positive;positive,great;well,+1;+1
2468,1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame;keyboard,positive;positive,love;solid;best,+1;+1;+1
2469,2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program;software,positive;positive,easily,+1
2470,2827,This computer I used daily nice compact design.,design,positive,nice;compact,+1;+1
2471,2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card;Intel built-in card;games,positive;positive;neutral,huge plus;good,+1;+1
2472,965,"I practically have a new laptop with all the ""fixes"" they have done!",NIL,NIL,NIL,NIL
2473,1631,"Finally, I purchased a Toshiba.",NIL,NIL,NIL,NIL
2474,1972,It was hard to handle and operate at school.,handle;operate,negative;negative,hard,-1
2475,1345,You may just lose 1 customer for now.,NIL,NIL,NIL,NIL
2476,2867,It has easy to use features and all the speed and power I could ask for.,features;speed;power,positive;positive;positive,ease,+1
2477,592,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord;Applecare warranty plan,negative;positive,NIL,NIL
2478,1756,"Many thanks, Overstock.com.",NIL,NIL,NIL,NIL
2479,2345,I love it and the change in lifestyle that came with it.,NIL,NIL,love,+1
2480,1098,")only to get another ""HP/Compaq"" piece of crap.",NIL,NIL,NIL,NIL
2481,2134,I preferred the fit and feel of the 13 inch.,13 inch,positive,preferred,+1
2482,542,power supply went bad after 2 weeks --,power supply,negative,bad,-1
2483,1363,Emachines says they're waiting for a part and refuses to replace entire unit.,NIL,NIL,NIL,NIL
2484,2373,"The screen takes some getting use to, because it is smaller than the laptop.",screen,negative,smaller,-1
2485,44,I regret buying it before understanding how awful it is to use.,use,negative,regret;awful,-1;-1
2486,1383,The right speaker did not work.,right speaker,negative,did not work,-1
2487,1846,Dealing with the support drone on the other end of the chat was sheer torture.,support,negative,sheer torture,-1
2488,578,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,positive,fast;easy,+1;+1
2489,59,"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative,extremely slowly,-1
2490,1509,But I am glad to have gotten mine right before they stopped making it.,NIL,NIL,NIL,NIL
2491,1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S;Win XP;Visa;Win7;use,positive;neutral;neutral;neutral;positive,easy,+1
2492,1132,A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.,NIL,NIL,NIL,NIL
2493,1809,I've always used PC's for work home and this is my first experience with a Mac.,NIL,NIL,NIL,NIL
2494,2229,"i asked many people, search on the net and also read reviews here in best buy.",NIL,NIL,NIL,NIL
2495,2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup;shutdown;resume from sleep,neutral;neutral;neutral,NIL,NIL
2496,3062,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen;keyboard;fit,positive;positive;positive,nice;clear;right,+1;+1;+1
2497,999,I returned it to Best Buy on the ninteenth of April.,NIL,NIL,NIL,NIL
2498,2485,I have only had PCs with Windows before so this takes a little getting use to.,Windows,neutral,NIL,NIL
2499,2848,I was so excited to receive the Toshiba L455 as a gift/bonus for some work I had done for a friend of mine!,NIL,NIL,excited,+1
2500,2862,I had left my regular laptop at home and needed something to use while out of town .,NIL,NIL,NIL,NIL
2501,1443,"Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting.",NIL,NIL,NIL,NIL
2502,676,super fast processor and really nice graphics card..,processor;graphics card,positive;positive,super fast;nice,+1;+1
2503,1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size;external keyboard;mouse;monitor,positive;neutral;neutral;neutral,more than big enough;great,+1;+1
2504,125,"I Contacted HP  about this situation and was given excuses, without results.",NIL,NIL,NIL,NIL
2505,1325,You know what? I happened to buy a defective blood pressure monitor a week ago at the Bukit Batok Polyclinic NHG Pharmacy a week ago.,NIL,NIL,defective,-1
2506,2308,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,negative,NIL,NIL
2507,2689,"I dislike the weight and size, cubersome.",weight;size,negative;negative,dislike;cubersome,-1;-1
2508,2995,The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,n't work,-1
2509,1437,I can't even install one of the 3 printers I have in my house so I am unable to print.,NIL,NIL,unable,-1
2510,1625,I cannot be happier with the service or product.,service,positive,cannot be happier,+1
2511,2971,Everything was so easy.,NIL,NIL,easy,+1
2512,1242,"To list a few: They tend to get hot enough to cause 3rd degree burns, as well as ignite any flamable material if near the part that happens to heat up.",NIL,NIL,hot enough;heat up,-1;-1
2513,2364,Got this for a graduation gift for my daughter for her to use at college.,NIL,NIL,NIL,NIL
2514,581,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive,quick;easy,+1;+1
2515,1891,"After 5 months of failed repairs, requested a full refund but was refused and it still is not repaired and Acer is indifferent to the issue.",NIL,NIL,NIL,NIL
2516,2872,The Toshiba laptop was a great purchase.,NIL,NIL,great,+1
2517,1176,"After years of using PCs, a new Mac user is basically forced to re-learn how to use a computer.",NIL,NIL,NIL,NIL
2518,700,Speakers doesn't sound that great.,Speakers,negative,n't sound that great,-1
2519,1381,You better believe my next computer will be a MAC!,NIL,NIL,NIL,NIL
2520,690,I love it!,NIL,NIL,love,+1
2521,2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7;ergonomics;connections,positive;negative;negative,love;obtrusive,+1;-1
2522,299,Now that I have it I see that I really needed this for much more.,NIL,NIL,NIL,NIL
2523,1163,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,negative,NIL,NIL
2524,843,"The ""abuse"" is that I pushed the power plug in too hard.",power plug,negative,too hard,-1
2525,1490,"It is easy to find documents, and keep them in one area.",NIL,NIL,easy,+1
2526,2625,The resolution on the screen is almost pure HD.,resolution on the screen,positive,pure,+1
2527,2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs;iLife;iWork,neutral;neutral;neutral,NIL,NIL
2528,2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,NIL,NIL
2529,1857,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",NIL,NIL,great;light;functional,+1;+1;+1
2530,447,Easy learning curve.,NIL,NIL,NIL,NIL
2531,2066,"I go to purchase it on line, and I find out that the device will not be available until almost two months later!",NIL,NIL,NIL,NIL
2532,1397,dell is a decently made pc.,NIL,NIL,decently made,+1
2533,1817,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery;value,positive;positive,great;fast;brand new;no problems;pleased,+1;+1;+1;+1;+1
2534,248,The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative,slow,-1
2535,836,The AC power port becomes loose over time,AC power port,negative,loose,-1
2536,1350,Best Buy laughed when I told them they should replace it instead of expecting me to be without a computer again for another couple of weeks.,NIL,NIL,NIL,NIL
2537,1682,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,positive,better,+1
2538,2019,The computer would not ever cut back on.,NIL,NIL,NIL,NIL
2539,234,The ease in which you set everything up is such that a child could do it.,NIL,NIL,NIL,NIL
2540,2818,i would have to say that overall its great!,NIL,NIL,great,+1
2541,2952,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative,NIL,NIL
2542,879,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply;power supply,positive;negative,awesome;ergonomic;small;lightweight;weighed more,+1;+1;+1;+1;-1
2543,2289,It's the inside that is truly wonderful.,NIL,NIL,wonderful,+1
2544,1592,Enjoy that Toshib force and durability unparalleled,force;durability,positive;positive,enjoy;unparalleled,+1;+1
2545,780,I purchased this laptop 9 months ago!,NIL,NIL,NIL,NIL
2546,2101,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,positive,great,+1
2547,166,Returning this as soon as I get out of work,NIL,NIL,NIL,NIL
2548,706,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,neutral,NIL,NIL
2549,2468,This unit is not.,NIL,NIL,NIL,NIL
2550,2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen;tote,positive;positive,love;lightweight;easy,+1;+1;+1
2551,1245,"They aren't worth the money, even though they are on the cheap side, laptop speaking.",NIL,NIL,n't worth,-1
2552,522,"Either way the entire thing was just a joke, a complete rip off!",NIL,NIL,rip off,-1
2553,795,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,NIL,NIL
2554,1714,So glad I decided to upgrade!,NIL,NIL,glad,+1
2555,326,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,positive,reccomend;ease;stylish;fun;awesome,+1;+1;+1;+1;+1
2556,1458,the battery is irreplaceable.,battery,negative,irreplaceable,-1
2557,805,"*IF YOU ARE LOOKING FOR A GOOD LAPTOP, THIS IS NOT IT!",NIL,NIL,NIL,NIL
2558,2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7;2GB stick of memory,positive;positive,NIL,NIL
2559,1156,It's catatonic.,NIL,NIL,NIL,NIL
2560,503,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,negative,NIL,NIL
2561,277,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet;command prompt,negative;negative,froze;not work at all,-1;-1
2562,2105,It's software and speed enable it to do amazing things.,software;speed,positive;positive,amazing,+1
2563,1416,The Toshiba Satellite laptop is  DESIGNED  to fail !,NIL,NIL,fail,-1
2564,512,"He came into my house, fiddled around on the computer for a good forty minutes and got ready to leave before it was even done doing what he was doing to it.",NIL,NIL,NIL,NIL
2565,1883,"My wireless provider confirmed my home internet is fine, and any connections I turn on should work.",NIL,NIL,NIL,NIL
2566,1268,Could not keep up with me and finally the hard drive went out.,hard drive,negative,went out,-1
2567,972,I could have purchased a cheap computer to do what I'm doing now!,NIL,NIL,NIL,NIL
2568,2603,"I am most impressed with the programming, including the iPhoto.",programming;iPhoto,positive;positive,most impressed,+1
2569,213,Speakers too small to be of any real use.,Speakers,negative,too small,-1
2570,2621,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,positive,happy,+1
2571,2658,This is a great computer.,NIL,NIL,great,+1
2572,2518,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,positive,NIL,NIL
2573,1312,Dismantle the whole thing? Then it will not be a newly manufactured set like before.,NIL,NIL,NIL,NIL
2574,62,They should have included more memory on their computers if they knew Vista would run slowly.,memory;Vista,negative;negative,NIL,NIL
2575,445,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life;price,negative;positive,could be better;great,-1;+1
2576,90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery;charge;charge,negative;negative;negative,NIL,NIL
2577,2434,It wouldn't fit in most 17-inch bags.,NIL,NIL,n't fit,-1
2578,502,The first time it crashed was maybe going on a year and a half of having it.,NIL,NIL,NIL,NIL
2579,1366,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty;hard drive,neutral;negative,bad,-1
2580,1975,I paid $800 for this computer from my school campus bookstore.,NIL,NIL,NIL,NIL
2581,24,It is small enough to fit in one of my purses!,NIL,NIL,small enough,+1
2582,1542,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,positive,great,+1
2583,2195,"I was very worried about making the two compatible- but literally, it was so simple I was almost worried that I was doing something wrong.",NIL,NIL,NIL,NIL
2584,2343,Note that I don't ordinarily take the time to write a review.,NIL,NIL,NIL,NIL
2585,456,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list;desktop icons,positive;negative,neat;organized;welcome,+1;+1;+1
2586,1892,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative,NIL,NIL
2587,1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price;performance;built;look,positive;positive;positive;positive,well;gorgeous;winning,+1;+1;+1
2588,1547,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.",NIL,NIL,outstanding;recommend,+1;+1
2589,582,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,positive,never failed,+1
2590,2856,Buyer Beware.,NIL,NIL,NIL,NIL
2591,2958,It has served my needs quite nicely for the most part.,NIL,NIL,nicely,+1
2592,2875,The Toshiba laptop I am using is easier to use than most I have tried.,use,positive,easier,+1
2593,901,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,neutral,NIL,NIL
2594,2880,So we exchanged it for the same on and after 2 hours it didn't work.,work,negative,NIL,NIL
2595,1395,do not buy you will be disappointed.,NIL,NIL,disappointed,-1
2596,1010,I just recently had to ship my laptop back to HP for repair.,NIL,NIL,NIL,NIL
2597,804,I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,NIL,NIL,NIL,NIL
2598,1234,We don't Mind and You don't Matter.,NIL,NIL,NIL,NIL
2599,2393,"I love the size, keyboard, the functions.",size;keyboard;functions,positive;positive;positive,love,+1
2600,1261,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,NIL,NIL,NIL,NIL
2601,2837,the mouse is way way way to sensitve.,mouse,negative,too sensitive,-1
2602,1442,Toshiba knows there is a manufacturing defect but will not acknowledge it.,NIL,NIL,NIL,NIL
2603,2547,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS;run,positive;positive,fast;flawlessly,+1;+1
2604,1070,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,negative,NIL,NIL
2605,21,"Waited on getting this computer, but it has been a great change.",NIL,NIL,great,+1
2606,99,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,negative,NIL,NIL
2607,1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance;picture quality;use,positive;positive;positive,astonishing;ease,+1;+1
2608,3078,the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor;fan,positive;positive,n't seem to run hot;rarely turns on,+1;-1
2609,707,I was getting extrememly frustrated when I would want to do these simple taks that I would have to wait and wait and wait for things to download or virus that would clog up my PC.,NIL,NIL,frustrated,-1
2610,897,Enjoy your sitdown,NIL,NIL,NIL,NIL
2611,2009,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery;charge;charge,negative;negative;negative,NIL,NIL
2612,963,"Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad;keys;casing,neutral;neutral;neutral,NIL,NIL
2613,86,I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops.,NIL,NIL,NIL,NIL
2614,1645,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,neutral,normal,-1
2615,2792,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,negative,n't high enough,-1
2616,2575,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,negative,NIL,NIL
2617,571,very convenient when you travel and the battery life is excellent...,battery life,positive,convenient;excellent,+1;+1
2618,2011,The machine is slow to boot up and occasionally crashes completely.,boot up,negative,slow;occasionally crashes completely,-1;-1
2619,2161,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,positive,great,+1
2620,3080,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,neutral,NIL,NIL
2621,1464,At first it's like you're in that honeymoon stage with your laptop.,NIL,NIL,NIL,NIL
2622,2446,I didn't want to buy a generic brand computer but it is really nice.,NIL,NIL,nice,+1
2623,2542,i can use it for all of my needs.,NIL,NIL,NIL,NIL
2624,2262,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer.",NIL,NIL,NIL,NIL
2625,2583,the screen brightness automatically adjusts.,screen brightness,neutral,automatically adjusts,+1
2626,2208,I especially like the backlit keyboard.,backlit keyboard,positive,like,+1
2627,1118,Either way I'm furious.,NIL,NIL,furious,-1
2628,2526,"Besides the great look, it is a great machine.",look,positive,great;great,+1;+1
2629,396,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,negative,NIL,NIL
2630,2088,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,negative,quiet,-1
2631,2061,I was not aware that this product cannot display websites that contain Flash.,NIL,NIL,NIL,NIL
2632,1094,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",NIL,NIL,top of the line;fast;reliable,+1;+1;+1
2633,501,A lot of help they WEREN'T!,NIL,NIL,NIL,NIL
2634,1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller;motherboard chip;CPU;hard drive,neutral;neutral;neutral;neutral,NIL,NIL
2635,1013,I will never buy anything from HP again!,NIL,NIL,NIL,NIL
2636,1521,I can't imagine EVER buying a PC again!,NIL,NIL,NIL,NIL
2637,1052,The buttons you have to press a little harder than most.,buttons,negative,harder than most,-1
2638,1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life;battery;battery,negative;neutral;negative,NIL,NIL
2639,2251,It allows you to automatically upload photos to your Facebook account with one click.,NIL,NIL,NIL,NIL
2640,2715,Took it back as it was defective.,NIL,NIL,defective,-1
2641,1115,"Other Thoughts: I love newegg, I recommend them to the world however this is just unacceptable.",NIL,NIL,NIL,NIL
2642,1214,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,NIL,NIL,NIL,NIL
2643,297,I simply got tired of a bad computer like windows with its constant freezing and anti-virus.,NIL,NIL,tired of;bad;constant freezing,-1;-1;-1
2644,1025,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",NIL,NIL,NIL,NIL
2645,2990,Right size and weight for portability.,size;weight;portability,positive;positive;positive,right,+1
2646,2555,We decided we would try to trade-in our old ones.,NIL,NIL,NIL,NIL
2647,2384,"So far, so good!",NIL,NIL,good,+1
2648,2929,It took a little over 2 weeks until i got it back.,NIL,NIL,NIL,NIL
2649,1262,Eventually the screen went blank and the computer would not turn on.,NIL,NIL,blank,-1
2650,701,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,much ahead,+1
2651,828,"It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium;1GB of RAM,neutral;negative,NIL,NIL
2652,2411,What a waste of time it was to run a Defrag on the PC!,NIL,NIL,NIL,NIL
2653,3023,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display;brightness,negative;neutral,minor inconvenience,-1
2654,2961,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound;headphone jack,negative;negative,complaint,-1
2655,133,This system is not worth the money or trouble trying to get it fix.,NIL,NIL,not worth,-1
2656,1162,"UPDATE: Two years after buying this laptop, I am now the proud owner of a lemon.",NIL,NIL,NIL,NIL
2657,2329,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,neutral,ok,+1
2658,2000,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,positive,long-lasting,+1
2659,2204,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,NIL,NIL,love;impressed;far and above the best,+1;+1;+1
2660,1269,We did not even have it a year.,NIL,NIL,NIL,NIL
2661,1528,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,neutral,free,+1
2662,928,So you out of of notebook and money.,NIL,NIL,NIL,NIL
2663,772,Was searching online for a power supply when I found this site.,power supply,neutral,NIL,NIL
2664,1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming;graphics editing;complex data analysis,neutral;neutral;neutral,NIL,NIL
2665,858,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,negative,NIL,NIL
2666,1173,(No problem with the ordering or shipping by the way.,shipping,positive,no problem,+1
2667,1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram;performance;surf the web,positive;positive;positive,faster,+1
2668,2488,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,negative,NIL,NIL
2669,1995,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,negative,non-functioning,-1
2670,2820,"Fast, great visual!",visual,positive,fast;great,+1;+1
2671,2083,It's priced very reasonable and works very well right out of the box.,priced;works,positive;positive,reasonable;well,+1;+1
2672,1060,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,neutral,NIL,NIL
2673,261,"apple and quess what, you have to send the whole laptop in, too bad, so sad",NIL,NIL,bad;sad,-1;-1
2674,3038,If you could stretch by a few 100 dollars I highly recommend you should replace your Windows laptop with this one.,NIL,NIL,highly recommend,+1
